,comment,blacklist_suggestions,story_coherence,readability,rating_time,warm_up,user_suggestions,story_edit,story_old,implicit_fact_check,context_realization,false_gender,false_mood,topic_met,matches_style_tone,spelling_and_grammar,info_consistency,matches_fandom,positive_comment,positive_example,negative_comment,negative_example,implicit_fc_comment,implicit_fc_example,positive_comment_topic,negative_comment_topic,story_id,listvalue,story_group,length,topk,temperature,likelihood_score,hash,version,amount_fallbacks,duration_generation,dur_score,user,date,avg_rating
232,Gut formuliert;  dem Thema entsprechend eine passende und gute Wortwahl genutzt,-1,100,100,11:1,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106333,1,,,,,,42,,,,,12806,2022-10-07 20:54:05,100.0
233,dem Thema entsprechend eine passende Wortwahl genutzt,-1,100,50,10:28,0,-1,-1,-1,-1,-1,-1,-1,100,50,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106497,2,,,,,,206,,,,,12806,2022-10-07 21:04:39,83.33333333333333
234,-1,-1,100,75,9:36,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106360,1,,,,,,69,,,,,12806,2022-10-07 21:14:16,95.83333333333333
235,-1,-1,75,75,9:43,0,-1,-1,-1,-1,-1,-1,-1,100,25,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106397,3,,,,,,106,,,,,12806,2022-10-07 21:24:06,79.16666666666667
236,-1,-1,100,75,5:40,0,-1,-1,-1,-1,-1,-1,-1,100,75,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106416,3,,,,,,125,,,,,12806,2022-10-07 21:29:47,90.0
237,-1,-1,100,50,7:9,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106464,2,,,,,,173,,,,,12806,2022-10-07 21:36:58,91.66666666666667
238,Text endet mit: Trust me,-1,100,75,7:31,0,-1,-1,-1,-1,-1,-1,-1,100,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106357,1,,,,,,66,,,,,12806,2022-10-07 21:44:55,91.66666666666667
239,-1,-1,100,100,8:9,0,-1,-1,-1,-1,-1,-1,-1,100,50,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106470,2,,,,,,179,,,,,12806,2022-10-07 21:53:08,91.66666666666667
240,Inhalt wird im Text explizit als  zutreffend für Liebe und/ oder Geld ausgewiesen.Eine lebendige Sprache  wird genutzt,-1,100,100,11:38,0,-1,-1,-1,-1,-1,-1,-1,75,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106329,1,,,,,,38,,,,,12806,2022-10-07 22:04:50,91.66666666666667
241,Teilweise auch work thematisiert.Zu lange Sätze,-1,75,50,16:29,0,-1,-1,-1,-1,-1,-1,-1,50,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106420,3,,,,,,129,,,,,12806,2022-10-07 22:21:34,75.0
242,-1,-1,100,100,2:38,1,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106297,1,,,,,,6,,,,,12805,2022-10-10 16:02:51,95.83333333333333
243,-1,-1,100,100,1:13,1,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106466,2,,,,,,175,,,,,12805,2022-10-10 16:04:06,98.33333333333333
244,-1,-1,75,100,2:3,1,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106301,1,,,,,,10,,,,,12805,2022-10-10 16:15:31,87.5
245,-1,-1,75,50,4:33,1,-1,-1,-1,-1,-1,-1,-1,50,75,70,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,106374,3,,,,,,83,,,,,12805,2022-10-10 17:47:33,65.83333333333333
246,-1,-1,100,100,0:51,1,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106459,2,,,,,,168,,,,,12805,2022-10-10 17:48:26,95.83333333333333
247,-1,-1,100,100,1:14,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106421,3,,,,,,130,,,,,12805,2022-10-10 17:49:45,100.0
248,Chronological error,-1,75,100,3:9,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106321,1,,,,,,30,,,,,12805,2022-10-10 17:53:18,95.83333333333333
249,-1,-1,100,100,0:31,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106494,2,,,,,,203,,,,,12805,2022-10-10 17:53:57,100.0
250,Not meant for the zodiac sign in the prompt. Instead&comma; three different signs are briefly covered,-1,25,100,2:37,0,-1,-1,-1,-1,-1,-1,-1,0,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,106428,3,,,,,,137,,,,,12805,2022-10-10 17:56:36,54.166666666666664
251,-1,-1,100,100,3:25,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106308,1,,,,,,17,,,,,12805,2022-10-10 18:00:02,100.0
252,-1,-1,100,100,1:38,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106310,1,,,,,,19,,,,,12805,2022-10-10 18:01:57,100.0
253,-1,-1,100,100,0:40,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106489,2,,,,,,198,,,,,12805,2022-10-10 18:02:39,100.0
254,-1,-1,100,100,1:22,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,106427,3,,,,,,136,,,,,12805,2022-10-10 18:04:02,91.66666666666667
255,-1,-1,100,100,2:4,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106484,2,,,,,,193,,,,,12805,2022-10-10 18:06:08,100.0
256,-1,-1,100,100,5:14,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106340,1,,,,,,49,,,,,12805,2022-10-10 18:11:23,100.0
257,-1,-1,100,100,1:47,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106387,3,,,,,,96,,,,,12805,2022-10-10 18:13:23,100.0
258,-1,-1,100,100,0:28,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,106502,2,,,,,,211,,,,,12805,2022-10-10 18:13:53,91.66666666666667
259,Written for two different signs,-1,50,100,2:11,0,-1,-1,-1,-1,-1,-1,-1,25,100,100,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,106415,3,,,,,,124,,,,,12805,2022-10-10 18:16:05,66.66666666666667
260,-1,-1,75,100,3:19,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106300,1,,,,,,9,,,,,12805,2022-10-10 18:19:34,91.66666666666667
261,-1,-1,100,100,1:22,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106446,2,,,,,,155,,,,,12805,2022-10-10 18:20:58,100.0
262,-1,-1,75,100,2:18,0,-1,-1,-1,-1,-1,-1,-1,50,100,90,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,106381,3,,,,,,90,,,,,12805,2022-10-10 18:23:27,77.5
263,-1,-1,75,100,1:57,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106313,1,,,,,,22,,,,,12805,2022-10-10 19:27:32,95.83333333333333
264,-1,-1,100,100,1:11,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106510,2,,,,,,219,,,,,12805,2022-10-10 19:28:44,100.0
265,-1,-1,75,75,1:55,1,-1,-1,-1,-1,-1,-1,-1,75,75,90,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,106403,3,,,,,,112,,,,,12805,2022-10-10 19:30:41,73.33333333333333
266,-1,-1,75,100,14:16,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106337,1,,,,,,46,,,,,12805,2022-10-10 19:44:59,95.83333333333333
267,-1,-1,100,100,1:2,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106464,2,,,,,,173,,,,,12805,2022-10-10 20:39:27,100.0
268,-1,-1,100,100,1:22,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106411,3,,,,,,120,,,,,12805,2022-10-10 20:40:55,100.0
269,-1,-1,100,100,2:22,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106318,1,,,,,,27,,,,,12805,2022-10-10 20:43:18,100.0
270,-1,-1,100,100,0:34,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106503,2,,,,,,212,,,,,12805,2022-10-10 20:43:53,100.0
271,-1,-1,100,100,1:32,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106388,3,,,,,,97,,,,,12805,2022-10-10 20:45:27,100.0
272,-1,-1,50,100,3:21,0,-1,-1,-1,-1,-1,-1,-1,25,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,106302,1,,,,,,11,,,,,12805,2022-10-10 20:48:50,75.0
273,-1,-1,75,100,1:36,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106394,3,,,,,,103,,,,,12805,2022-10-10 20:50:27,94.16666666666667
274,-1,-1,75,100,2:23,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,106338,1,,,,,,47,,,,,12805,2022-10-10 20:52:52,87.5
275,-1,-1,100,100,0:48,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106487,2,,,,,,196,,,,,12805,2022-10-10 20:53:41,100.0
276,-1,-1,100,100,0:55,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106430,3,,,,,,139,,,,,12805,2022-10-10 20:54:38,100.0
277,-1,-1,100,100,0:43,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106467,2,,,,,,176,,,,,12805,2022-10-10 20:55:22,100.0
278,-1,-1,100,100,1:5,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106311,1,,,,,,20,,,,,12805,2022-10-10 20:56:29,100.0
279,-1,-1,100,100,0:23,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106506,2,,,,,,215,,,,,12805,2022-10-10 20:56:53,100.0
280,-1,-1,75,100,1:1,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,106362,1,,,,,,71,,,,,12805,2022-10-10 20:57:56,83.33333333333333
281,-1,-1,100,100,1:15,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106410,3,,,,,,119,,,,,12805,2022-10-10 20:59:17,91.66666666666667
282,-1,-1,100,100,0:21,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106443,2,,,,,,152,,,,,12805,2022-10-10 20:59:44,100.0
283,-1,-1,100,100,1:49,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,106389,3,,,,,,98,,,,,12805,2022-10-10 21:01:41,91.66666666666667
284,-1,-1,100,100,1:1,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106309,1,,,,,,18,,,,,12805,2022-10-10 21:02:59,100.0
285,-1,-1,100,100,0:30,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106509,2,,,,,,218,,,,,12805,2022-10-10 21:03:31,100.0
286,-1,-1,100,100,0:27,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106429,3,,,,,,138,,,,,12805,2022-10-10 21:04:00,100.0
287,-1,-1,100,100,0:47,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,106359,1,,,,,,68,,,,,12805,2022-10-10 21:04:48,91.66666666666667
288,-1,-1,100,100,0:26,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106444,2,,,,,,153,,,,,12805,2022-10-10 21:05:16,100.0
289,-1,-1,75,75,7:24,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106348,1,,,,,,57,,,,,12807,2022-10-11 10:22:27,91.66666666666667
290,&quot;Your confidence&quot; written with no space inbetween: &quot;Yourconfidence&quot,-1,100,100,11:29,1,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106460,2,,,,,,169,,,,,12807,2022-10-11 10:33:57,98.33333333333333
291,-1,-1,75,100,10:40,1,-1,-1,-1,-1,-1,-1,-1,25,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106425,3,,,,,,134,,,,,12807,2022-10-11 10:44:39,83.33333333333333
292,-1,-1,100,75,8:42,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106347,1,,,,,,56,,,,,12807,2022-10-11 11:06:43,95.83333333333333
293,-1,-1,75,75,27:30,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106394,3,,,,,,103,,,,,12807,2022-10-11 11:34:14,91.66666666666667
294,-1,-1,100,100,20:44,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106488,2,,,,,,197,,,,,12807,2022-10-11 11:55:00,100.0
295,-1,-1,75,75,12:52,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106311,1,,,,,,20,,,,,12807,2022-10-11 12:07:54,87.5
296,-1,-1,100,100,10:19,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106500,2,,,,,,209,,,,,12807,2022-10-11 12:18:16,100.0
297,-1,-1,75,100,10:23,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106370,3,,,,,,79,,,,,12807,2022-10-11 12:28:40,91.66666666666667
298,-1,-1,100,100,11:59,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106423,3,,,,,,132,,,,,12807,2022-10-11 12:40:41,95.83333333333333
299,-1,-1,100,100,11:54,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106487,2,,,,,,196,,,,,12807,2022-10-11 12:52:37,98.33333333333333
300,-1,-1,75,100,14:0,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106300,1,,,,,,9,,,,,12807,2022-10-11 13:06:39,91.66666666666667
301,-1,-1,100,100,17:35,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106499,2,,,,,,208,,,,,12807,2022-10-11 13:24:15,100.0
302,-1,-1,100,75,11:9,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106439,3,,,,,,148,,,,,12807,2022-10-11 13:35:26,95.83333333333333
303,-1,-1,75,75,8:33,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106354,1,,,,,,63,,,,,12807,2022-10-11 13:44:01,91.66666666666667
304,In Input&comma; the zodiac is &quot;Capricorn&comma;&quot; but the Output consists of a text with &quot;Pisces&quot; written underneath,-1,100,75,14:14,0,-1,-1,-1,-1,-1,-1,-1,100,100,80,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,106403,3,,,,,,112,,,,,12807,2022-10-11 13:58:18,88.33333333333333
305,-1,-1,75,100,12:57,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106351,1,,,,,,60,,,,,12807,2022-10-11 14:11:17,95.83333333333333
306,-1,-1,100,100,18:36,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106472,2,,,,,,181,,,,,12807,2022-10-11 14:29:55,100.0
307,-1,-1,100,100,7:40,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106504,2,,,,,,213,,,,,12807,2022-10-11 14:37:36,100.0
308,-1,-1,100,75,17:35,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106355,1,,,,,,64,,,,,12807,2022-10-11 14:55:14,95.83333333333333
309,-1,-1,100,100,13:47,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106417,3,,,,,,126,,,,,12807,2022-10-11 15:09:03,100.0
310,-1,-1,100,100,20:12,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106444,2,,,,,,153,,,,,12807,2022-10-11 15:29:17,100.0
