,comment,blacklist_suggestions,story_coherence,readability,rating_time,warm_up,user_suggestions,story_edit,story_old,implicit_fact_check,context_realization,false_gender,false_mood,topic_met,matches_style_tone,spelling_and_grammar,info_consistency,matches_fandom,positive_comment,positive_example,negative_comment,negative_example,implicit_fc_comment,implicit_fc_example,positive_comment_topic,negative_comment_topic,story_id,listvalue,story_group,length,topk,temperature,likelihood_score,hash,version,amount_fallbacks,duration_generation,dur_score,user,date,avg_rating
222,-1,-1,100,100,1:50,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107980,3,,,,,,348,,,,,12805,2022-10-24 20:13:18,100.0
223,-1,-1,100,100,2:16,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,107763,6,,,,,,131,,,,,12805,2022-10-24 20:15:36,91.66666666666667
224,-1,-1,100,100,7:49,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107703,5,,,,,,71,,,,,12805,2022-10-24 20:23:26,100.0
225,bitter and baleful,-1,100,100,18:15,0,-1,-1,-1,-1,-1,-1,-1,100,75,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,107806,6,,,,,,174,,,,,12805,2022-10-24 20:41:43,91.66666666666667
226,-1,-1,100,100,1:42,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107950,3,,,,,,318,,,,,12805,2022-10-24 21:55:37,98.33333333333333
227,-1,-1,100,100,2:30,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107855,1,,,,,,223,,,,,12805,2022-10-24 21:58:09,100.0
228,-1,-1,100,100,1:28,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107913,2,,,,,,281,,,,,12805,2022-10-24 21:59:38,100.0
229,-1,-1,100,100,1:35,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107662,4,,,,,,30,,,,,12805,2022-10-24 22:01:15,100.0
230,-1,-1,100,100,0:41,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107925,2,,,,,,293,,,,,12805,2022-10-24 22:01:58,100.0
231,-1,-1,100,100,1:30,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107963,3,,,,,,331,,,,,12805,2022-10-24 22:03:33,100.0
232,-1,-1,100,100,0:37,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107715,5,,,,,,83,,,,,12805,2022-10-24 22:04:15,100.0
233,-1,-1,100,75,1:41,0,-1,-1,-1,-1,-1,-1,-1,100,100,80,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107652,4,,,,,,20,,,,,12805,2022-10-24 22:06:02,92.5
234,-1,-1,75,75,2:54,0,-1,-1,-1,-1,-1,-1,-1,75,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107825,1,,,,,,193,,,,,12805,2022-10-24 22:08:57,85.83333333333333
235,Bitter and baleful,-1,100,100,1:12,1,-1,-1,-1,-1,-1,-1,-1,75,75,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,107808,6,,,,,,176,,,,,12805,2022-10-25 15:53:56,87.5
236,-1,-1,100,100,5:8,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107843,1,,,,,,211,,,,,12805,2022-10-25 15:59:06,100.0
237,-1,-1,100,100,13:37,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107959,3,,,,,,327,,,,,12805,2022-10-25 16:12:45,100.0
238,-1,-1,100,100,1:10,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107786,6,,,,,,154,,,,,12805,2022-10-25 16:13:56,100.0
239,-1,-1,100,100,0:55,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107644,4,,,,,,12,,,,,12805,2022-10-25 16:14:53,100.0
240,-1,-1,100,100,1:2,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107895,2,,,,,,263,,,,,12805,2022-10-25 16:15:57,95.83333333333333
241,-1,-1,100,100,1:5,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107736,5,,,,,,104,,,,,12805,2022-10-25 16:17:04,100.0
242,The text makes no mention of the zodiac sign or astrology and merely makes a forecast,-1,100,100,11:3,0,-1,-1,-1,-1,-1,-1,-1,50,75,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,107774,6,,,,,,142,,,,,12805,2022-10-25 16:28:09,83.33333333333333
243,-1,-1,100,100,3:3,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107830,1,,,,,,198,,,,,12805,2022-10-25 16:31:13,95.83333333333333
244,-1,-1,100,100,1:12,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107711,5,,,,,,79,,,,,12805,2022-10-25 16:32:27,100.0
245,-1,-1,100,100,1:29,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107670,4,,,,,,38,,,,,12805,2022-10-25 16:33:58,100.0
246,-1,-1,100,100,1:32,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,107962,3,,,,,,330,,,,,12805,2022-10-25 16:35:32,91.66666666666667
247,-1,-1,100,100,0:55,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107914,2,,,,,,282,,,,,12805,2022-10-25 16:36:32,100.0
248,-1,-1,100,100,0:51,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107733,5,,,,,,101,,,,,12805,2022-10-25 16:37:24,100.0
249,-1,-1,100,100,2:17,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107979,3,,,,,,347,,,,,12805,2022-10-25 16:42:50,100.0
250,-1,-1,100,100,1:18,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107919,2,,,,,,287,,,,,12805,2022-10-25 16:44:09,95.83333333333333
251,-1,-1,100,100,2:25,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107814,1,,,,,,182,,,,,12805,2022-10-25 16:46:38,100.0
252,-1,-1,100,-1,4:43,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107683,4,,,,,,51,,,,,12805,2022-10-25 16:51:22,83.16666666666667
253,-1,-1,100,100,0:51,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107759,6,,,,,,127,,,,,12805,2022-10-25 16:52:21,100.0
254,The text is unnecessarily interrupted to name the zodiac sign and the year again,-1,75,75,12:40,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,107633,4,,,,,,1,,,,,12805,2022-10-25 18:21:57,87.5
255,-1,-1,100,100,1:6,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107909,2,,,,,,277,,,,,12805,2022-10-25 18:23:05,100.0
256,-1,-1,100,100,2:31,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107693,5,,,,,,61,,,,,12805,2022-10-25 18:25:38,100.0
257,The text consists of a few short financial horoscopes addressed to different signs,-1,25,100,6:0,0,-1,-1,-1,-1,-1,-1,-1,25,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,107793,6,,,,,,161,,,,,12805,2022-10-25 18:31:44,58.333333333333336
258,No mention of the correponding zodiac sign,-1,100,100,3:26,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,107859,1,,,,,,227,,,,,12805,2022-10-25 18:35:11,91.66666666666667
259,-1,-1,100,100,4:11,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107986,3,,,,,,354,,,,,12805,2022-10-25 18:39:24,100.0
260,-1,-1,100,100,5:5,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107698,5,,,,,,66,,,,,12805,2022-10-25 18:44:31,100.0
261,The monthly horoscope starts in the middle of the text and disrupts the flow,-1,50,100,9:41,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107984,3,,,,,,352,,,,,12805,2022-10-25 18:54:13,91.66666666666667
262,-1,-1,75,100,20:20,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,107795,6,,,,,,163,,,,,12805,2022-10-25 19:14:44,83.33333333333333
263,-1,-1,100,100,4:16,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107824,1,,,,,,192,,,,,12805,2022-10-25 19:19:02,100.0
264,A few punctuation errors,-1,50,75,3:18,0,-1,-1,-1,-1,-1,-1,-1,100,100,70,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107682,4,,,,,,50,,,,,12805,2022-10-25 19:22:22,82.5
265,The 2nd paragraph repeats and rephrases the 1st paragraph,-1,100,75,5:54,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107908,2,,,,,,276,,,,,12805,2022-10-25 19:28:17,95.83333333333333
266,-1,-1,100,100,1:11,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,107970,3,,,,,,338,,,,,12805,2022-10-25 19:29:30,87.5
267,-1,-1,100,50,3:16,0,-1,-1,-1,-1,-1,-1,-1,100,100,80,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107671,4,,,,,,39,,,,,12805,2022-10-25 19:32:48,88.33333333333333
268,-1,-1,100,100,11:3,0,-1,-1,-1,-1,-1,-1,-1,75,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107771,6,,,,,,139,,,,,12805,2022-10-25 19:43:53,94.16666666666667
269,-1,-1,100,100,1:59,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107842,1,,,,,,210,,,,,12805,2022-10-25 19:45:53,100.0
270,-1,-1,100,100,4:25,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107735,5,,,,,,103,,,,,12805,2022-10-25 19:50:20,95.83333333333333
271,-1,-1,100,100,21:21,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107882,2,,,,,,250,,,,,12805,2022-10-25 20:11:43,98.33333333333333
272,-1,-1,100,100,3:57,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107969,3,,,,,,337,,,,,12805,2022-10-25 20:15:41,100.0
273,-1,-1,100,100,1:14,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107743,5,,,,,,111,,,,,12805,2022-10-25 20:16:57,100.0
274,-1,-1,100,100,2:10,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107647,4,,,,,,15,,,,,12805,2022-10-25 20:19:13,100.0
275,-1,-1,100,100,1:26,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107894,2,,,,,,262,,,,,12805,2022-10-25 20:20:41,100.0
276,-1,-1,100,100,1:6,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107809,6,,,,,,177,,,,,12805,2022-10-25 20:21:49,100.0
277,-1,-1,100,100,7:12,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107847,1,,,,,,215,,,,,12805,2022-10-25 20:29:03,100.0
278,-1,-1,100,100,0:51,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107885,2,,,,,,253,,,,,12805,2022-10-25 20:30:01,100.0
279,-1,-1,100,100,0:35,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107729,5,,,,,,97,,,,,12805,2022-10-25 20:30:40,100.0
280,-1,-1,50,75,3:3,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,107797,6,,,,,,165,,,,,12805,2022-10-25 20:33:44,66.66666666666667
281,No mention of the zodiac sign,-1,100,100,1:56,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,107943,3,,,,,,311,,,,,12805,2022-10-25 20:35:42,91.66666666666667
282,-1,-1,100,100,1:2,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,107864,1,,,,,,232,,,,,12805,2022-10-25 20:36:52,91.66666666666667
283,-1,-1,100,100,38:46,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107635,4,,,,,,3,,,,,12805,2022-10-25 21:15:40,100.0
284,incomplete&comma; ends abruptly,-1,75,75,3:20,0,-1,-1,-1,-1,-1,-1,-1,75,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107968,3,,,,,,336,,,,,12805,2022-10-25 21:32:26,85.83333333333333
285,Dark and dismal&comma; all about diseases,-1,100,50,4:46,0,-1,-1,-1,-1,-1,-1,-1,100,75,80,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107685,4,,,,,,53,,,,,12805,2022-10-25 21:37:14,84.16666666666667
286,-1,-1,100,100,2:19,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,107893,2,,,,,,261,,,,,12805,2022-10-25 21:39:34,91.66666666666667
287,-1,-1,100,100,1:38,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107734,5,,,,,,102,,,,,12805,2022-10-25 21:41:13,100.0
288,-1,-1,100,100,2:2,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107839,1,,,,,,207,,,,,12805,2022-10-25 21:43:16,100.0
289,-1,-1,100,100,4:53,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,107787,6,,,,,,155,,,,,12805,2022-10-25 21:48:11,91.66666666666667
290,-1,-1,100,100,2:26,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107677,4,,,,,,45,,,,,12805,2022-10-25 21:50:39,100.0
291,-1,-1,100,100,1:7,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107726,5,,,,,,94,,,,,12805,2022-10-25 21:51:47,100.0
292,-1,-1,100,100,3:6,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107822,1,,,,,,190,,,,,12805,2022-10-25 21:54:55,95.83333333333333
293,-1,-1,100,100,0:43,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107779,6,,,,,,147,,,,,12805,2022-10-25 21:55:39,100.0
294,-1,-1,100,100,0:29,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107922,2,,,,,,290,,,,,12805,2022-10-25 21:56:10,100.0
295,-1,-1,100,100,1:0,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107955,3,,,,,,323,,,,,12805,2022-10-25 21:57:11,100.0
296,-1,-1,100,100,2:50,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107669,4,,,,,,37,,,,,12805,2022-10-25 22:00:03,100.0
297,-1,-1,100,100,2:39,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107817,1,,,,,,185,,,,,12805,2022-10-25 22:02:44,100.0
298,-1,-1,100,100,22:30,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107951,3,,,,,,319,,,,,12805,2022-10-25 22:25:16,100.0
299,-1,-1,100,100,0:51,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107708,5,,,,,,76,,,,,12805,2022-10-25 22:26:09,98.33333333333333
300,-1,-1,100,100,0:37,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107904,2,,,,,,272,,,,,12805,2022-10-25 22:26:47,100.0
301,Short love horoscopes addressed to different signs,-1,25,100,2:57,0,-1,-1,-1,-1,-1,-1,-1,25,100,100,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,107754,6,,,,,,122,,,,,12805,2022-10-25 22:29:46,62.5
302,-1,-1,100,100,0:31,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107718,5,,,,,,86,,,,,12805,2022-10-25 22:30:18,100.0
303,-1,-1,100,100,1:14,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,107812,6,,,,,,180,,,,,12805,2022-10-25 22:31:34,91.66666666666667
304,-1,-1,100,100,1:6,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107957,3,,,,,,325,,,,,12805,2022-10-25 22:32:42,100.0
305,-1,-1,75,50,2:15,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,107665,4,,,,,,33,,,,,12805,2022-10-25 22:39:43,81.66666666666667
306,-1,-1,100,100,2:6,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107888,2,,,,,,256,,,,,12805,2022-10-25 22:41:51,100.0
307,-1,-1,100,100,2:40,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,107863,1,,,,,,231,,,,,12805,2022-10-25 22:45:17,95.83333333333333
308,No zodiac sign mentioned.Reads more like an inspirational piece than a horoscope,-1,100,100,4:19,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,107756,6,,,,,,124,,,,,12805,2022-10-25 22:49:37,95.83333333333333
309,-1,-1,100,100,3:1,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,107854,1,,,,,,222,,,,,12805,2022-10-25 22:53:56,91.66666666666667
310,-1,-1,100,100,1:8,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107750,5,,,,,,118,,,,,12805,2022-10-25 22:55:05,100.0
311,-1,-1,100,100,5:10,0,-1,-1,-1,-1,-1,-1,-1,75,75,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,107905,2,,,,,,273,,,,,12805,2022-10-25 23:00:16,87.5
312,-1,-1,100,75,1:10,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107654,4,,,,,,22,,,,,12805,2022-10-25 23:01:32,95.83333333333333
313,-1,-1,100,100,1:41,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,107964,3,,,,,,332,,,,,12805,2022-10-25 23:03:14,91.66666666666667
314,-1,-1,100,100,1:4,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107737,5,,,,,,105,,,,,12805,2022-10-25 23:04:20,100.0
315,-1,-1,100,100,1:19,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,107967,3,,,,,,335,,,,,12805,2022-10-25 23:05:41,100.0
