turn,comment,blacklist_suggestions,overall_quality,factual_correctness,readability,rating_time,warm_up,user_suggestions,action_coherence,linguistic_difference,content_similarity,identical_information,exhaustive_information,story_edit,story_old,grammar,implicit_fact_check,citation_correct,context_realization,false_gender,false_mood,matches_fandom,positive_comment,positive_example,negative_comment,negative_example,implicit_fc_comment,implicit_fc_example,positive_comment_topic,negative_comment_topic,story_id,listvalue,story_group,length,topk,temperature,likelihood_score,story_hash,version,amount_fallbacks,duration_generation,dur_score,user,date,avg_rating,model
102,,,70.0,100.0,75.0,22:46,1,,100.0,70.0,100.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,keine inhaltlichen Fehler,-1,sprachliche Fehler,&quot;Ich habe zweimal die drittbeste Laufzeit erreicht&comma; das ist unglaublich &quot;&quot;,,,,,106760,3,,,,,,cd21db460eed9c901c3cfde1f32c591b,,0,7.741.627.860.069.270,5.376.447.296.142.570,70828,2022-10-08 09:55:56,92.6923076923077,Maskito v0.3.0_RAW
102,,,80.0,100.0,100.0,16:8,1,,100.0,70.0,100.0,100.0,100.0,,,100.0,100,100.0,,100.0,100.0,,keine Fehler,-1,wenig Synonyme,-1,,,,,106708,2,,,,,,fbe802142d48a9150c7d1d9819910e92,,1,24.107.937.335.968.000,9.384.249.448.776.240,70828,2022-10-08 10:12:05,96.15384615384616,Maskito v0.3.0b_HYBRID
102,,,70.0,100.0,75.0,15:0,0,,100.0,70.0,100.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,keine inhaltlichen Fehler,-1,sprachliche Fehler,Dennoch gab sich der 27-Jährige überzeugt&comma; dass er nach dem zweiten Training im Dolomiten am Samstag fit ist für das Rennen am Sonntag (11.00 Uhr&comma; ARD und Eurosport2),,,,,106640,1,,,,,,a59e39f4a7906ce0042e562403658119,,1,4.674.558.901.786.800,2.946.504.807.472.220,70828,2022-10-08 10:27:16,92.6923076923077,Maskito v0.3.0_HYBRID
102,,,60.0,100.0,75.0,16:47,0,,100.0,70.0,100.0,100.0,100.0,,,90.0,100,100.0,,100.0,,,keine inhaltlichen Fehler,-1,sprachliche Fehler,&quot;Ein Tennisturnier ist nicht das Wichtigste auf der Welt für die Menschen jetzt gerade. Das Wichtigste ist die Gesundheit. Und darauf achten sie jetzt auch.&quot;&quot;,,,,,106762,3,,,,,,d94abe7a3d1784916b4fdb58673736c1,,1,13.985.928.869.247.400,9.791.790.628.433.220,70828,2022-10-08 10:44:04,91.25,Maskito v0.3.0_RAW
102,,,80.0,100.0,100.0,11:47,0,,100.0,70.0,100.0,100.0,100.0,,,100.0,100,100.0,,100.0,100.0,,keine Fehler,-1,wenig Synonyme,-1,,,,,106685,2,,,,,,e08204eb70d5c56f36321c7da3ca569b,,1,2.209.902.548.789.970,12.667.647.361.755.300,70828,2022-10-08 10:55:52,96.15384615384616,Maskito v0.3.0b_HYBRID
102,,,50.0,100.0,100.0,8:6,0,,100.0,70.0,70.0,100.0,100.0,,,90.0,50,100.0,,100.0,100.0,,viele Umstellungen,-1,inhaltliche Fehler,Input: Der 26 Jahre alte algerische Nationalspieler soll für mehr Stabilität und Kreativität im Mittelfeld sorgen.  Output: Der 26-fache algerische Nationalspieler soll im Mittelfeld für mehr Stabilität und Kreativität sorgen,,,,,106801,4,,,,,,1796e7d7033b6fd3788435564c98d5e5,,0,6.049.129.033.088.680,4.042.049.217.224.120,70828,2022-10-08 11:03:59,86.92307692307692,Maskito v0.3.0b_RAW
102,,,70.0,100.0,75.0,6:43,0,,100.0,60.0,90.0,100.0,100.0,,,100.0,75,100.0,,100.0,100.0,,-1,-1,Zeitform wurde geändert,Input: Es handele sich lediglich um eine kleine Operation&comma; Grund zur Besorgnis bestehe nicht.  Output: Grund zur Besorgnis bestehe nicht&comma; da es nur eine kleine Operation gewesen sei. ,,,,,106664,1,,,,,,e28e7fc6b9f2db16e27ad257ee4b4544,,0,30.732.369.899.749.700,18.618.672.132.492.000,70828,2022-10-08 11:15:01,90.0,Maskito v0.3.0_HYBRID
102,,,60.0,100.0,75.0,9:52,0,,100.0,70.0,80.0,100.0,100.0,,,90.0,75,100.0,,100.0,100.0,,viele Umstellungen,-1,ein inhaltlicher Fehler,Input: Damit würden jüdische Zuwanderer schlechter gestellt als Spätaussiedler.  Output: Juden würden damit als Spätaussiedler schlechter gestellt,,,,,106817,4,,,,,,38a86a8b4b9cce32b72117215f4dde69,,0,4.385.876.441.001.890,2.553.603.172.302.240,70828,2022-10-08 11:37:18,88.46153846153847,Maskito v0.3.0b_RAW
102,,,60.0,100.0,100.0,6:58,1,,100.0,60.0,100.0,100.0,100.0,,,90.0,100,100.0,,100.0,,,-1,-1,-1,-1,,,,,106829,4,,,,,,b648408c6d4b33f140826be36d428c79,,0,5.208.663.463.592.520,3.609.343.385.696.410,12802,2022-10-09 08:14:52,92.5,Maskito v0.3.0b_RAW
102,,,60.0,100.0,50.0,23:15,1,,50.0,70.0,80.0,100.0,100.0,,,60.0,100,100.0,,100.0,,,-1,-1,1. In dem Satz ist nicht erkennbar&comma; was die Zahl bedeutet2. viele Modus-Fehler3. Satzbau4. Ausdruck5. Dopplung,1. Im November 1004 hatte das Forschungsunternehmen Kantar dafür die Beschäftigten der Privatwirtschaft befragt.; 3. Vieles verlange den Erwerbstätigen durch die Pandemie ab.; 4. Tatsächlich müssten diese jedoch nicht als &quot;Sündenböcke&quot; erhalten.; 5. Kantar hatte keine Erhebung erhoben ,,,,,106639,1,,,,,,0cdc4c1e4211f5111e084fef5b3bf167,,1,10.057.409.286.499.000,4.790.051.007.270.810,12802,2022-10-09 08:38:08,80.83333333333333,Maskito v0.3.0_HYBRID
102,,,40.0,100.0,75.0,11:17,1,,100.0,50.0,100.0,100.0,100.0,,,70.0,100,100.0,,,100.0,,-1,-1,1. Dopplung2. Komma vor Redebegleitsatz fehlt,1. [...] teilte der Bundestrainer am Freitag in einer Mitteilung mit.; 2. [...] unter der Leitung von Hansi Flick&quot; erklärte Bierhoff. ,,,,,106766,3,,,,,,fbc48ab7aeea6d17f531e5e99f35fb1c,,0,408.912.832.736.969,23.394.179.105.758.600,12802,2022-10-09 08:49:27,86.25,Maskito v0.3.0_RAW
102,,,50.0,100.0,100.0,6:39,1,,100.0,50.0,90.0,100.0,75.0,,,90.0,75,100.0,,100.0,100.0,,1. schöne Umformulierung,1. Zu diesem Schluss kommt ein Artikel&comma; [...],1. impliziter Fehler,1. Beide Kreise liegen am Sonnenaufgang zur Kreise. ,,,,,106706,2,,,,,,a0befba0ad5758868faa2d9a7afa81ce,,0,5.421.176.218.986.510,29.109.903.812.408.400,12802,2022-10-09 08:56:15,86.92307692307692,Maskito v0.3.0b_HYBRID
102,,,40.0,100.0,100.0,3:2,0,,75.0,50.0,90.0,100.0,100.0,,,90.0,75,100.0,,100.0,100.0,,-1,-1,1. impliziter Fehler2. fehlendes Wort,1. Der 84 Jahre alte Franziskus schrieb beim Fasten&comma; es gehe darum&comma; [...]; 2. Sie dauert vor Ostern,,,,,106705,2,,,,,,1bade23c2a680c36bce74db0d5fd3018,,0,13.879.390.239.715.500,4.610.785.722.732.540,12802,2022-10-09 08:59:19,86.15384615384616,Maskito v0.3.0b_HYBRID
102,,,70.0,100.0,100.0,41:44,1,,75.0,80.0,90.0,100.0,100.0,,,90.0,75,100.0,,100.0,100.0,,schöne Umstellungen,Input: Arbeitsminister Hubertus Heil (SPD) sprach am Freitag von einem &quot;historischen Durchbruch&quot;.  Output: Arbeitsminister Hubertus Heil (SPD) nannte das Gesetz am Freitag einen &quot;historischen Durchbruch&quot;. ,fehlerhafter Satz,Input: Unternehmen&comma; gegen die ein hohes Bußgeld verhängt wurde&comma; könnten bis zu drei Jahre von öffentlichen Ausschreibungen ausgeschlossen werden.  Output:  Unternehmen könnten bis zu drei Jahre durch öffentliche Ausschreibungen ausgeschlossen werden&comma; gegen die ein hohes Bußgeld verhängt wurde. : ,,,,,106670,1,,,,,,0ca6c782742cd1d06bd6280efa63c86e,,0,6.117.328.119.277.950,30.605.201.244.354.200,70828,2022-10-09 13:33:46,90.76923076923077,Maskito v0.3.0_HYBRID
102,,,50.0,100.0,50.0,10:10,1,,50.0,50.0,80.0,100.0,75.0,,,60.0,100,100.0,,100.0,100.0,,-1,-1,1. G&R2. G&R&comma; Vollständigkeit&comma; LKH3. G&R Hilfsverb 4. G&R / Ausdruck fehlender Artikel5. Ausdruck / LKH,1. Wie die Deutschen Presse-Agentur aus Regierungskreisen erfuhr 2. Ist der Darlehensnehmer arbeitsunfähig oder arbeitslos&comma; stirbt oder wird er eingestellt. 3. was in der großen Koalition ausgebremst hatte. 4. berichtete dpa. 5.  Das Ende der Fahnenstange stehe noch nicht an.  ,,,,,106715,2,,,,,,7ad95a055bcd5ad109add811886627a1,,0,3.313.692.092.895.500,1.671.240.758.895.870,50504,2022-10-09 13:44:58,78.07692307692308,Maskito v0.3.0b_HYBRID
102,,,70.0,100.0,75.0,13:38,1,,100.0,60.0,80.0,100.0,75.0,,,90.0,100,100.0,,100.0,100.0,,-1,-1,eine Fehlende Information,-1,,,,,106693,2,,,,,,f6bb519a7be6f88523c25dff6d305c9d,,0,25.133.825.302.124.000,14.486.359.357.833.800,70828,2022-10-09 13:47:24,88.46153846153847,Maskito v0.3.0b_HYBRID
102,,,80.0,100.0,100.0,31:51,1,,100.0,40.0,100.0,100.0,100.0,,,80.0,100,100.0,,100.0,100.0,,-1,-1,1. G&R Satzzeichen Doppelpunkt2. G&R Präposition,1. kann&quot;&comma; sagt Gross: Der schwächelnden  2.  fehlt zudem weiter eine Stütze im Mark Uth. ,,,,,106651,1,,,,,,24f62a4ad32fd9360d9a8419f65d2b85,,0,3.647.621.941.566.460,17.987.725.257.873.500,50504,2022-10-09 14:16:50,92.3076923076923,Maskito v0.3.0_HYBRID
102,,,90.0,100.0,75.0,0:51,1,,100.0,40.0,100.0,100.0,100.0,,,100.0,100,100.0,,100.0,100.0,,-1,-1,1. Ausdruck Satzzstellung,1. Weiterführen will er seine Regierungsgeschäfte. ,,,,,106734,3,,,,,,3642b28f1ec762e5c81f8f4a51359afe,,0,19.052.502.393.722.500,13.095.909.118.652.300,50504,2022-10-09 14:17:42,92.6923076923077,Maskito v0.3.0_RAW
102,,,80.0,100.0,75.0,0:54,1,,100.0,40.0,90.0,100.0,100.0,,,100.0,100,100.0,,100.0,100.0,,-1,-1,1. Ausdruck,1.  früher drankämen als die bisherigen Einteilungen der Impfgruppen. ,,,,,106824,4,,,,,,42aeaa6168249a0e4f8e9d37957b0dde,,0,20.129.783.153.533.900,13.147.187.948.226.900,50504,2022-10-09 14:18:37,91.15384615384616,Maskito v0.3.0b_RAW
102,,,,,0.0,5:10,0,,50.0,,70.0,,75.0,,,40.0,75,,,,100.0,,-1,-1,1. G&R Genus seine / ihre2. G&R3. Ausdruck Satzstellung4. Ausdruck&comma; LKH&comma; Vollständigkeit&comma; IA5. G&R Präp.6. Ausdruck &quot;Zielgruppe&quot;7. Satzstellung Ausdruck&comma; LKH&comma; IFC&comma; IA8. G&R,1. Die Gedanken an seine Zerstörung vor mehr als fünf Jahren schmerzen ihn immer noch. 2.  der 2016 und seine Familie aus Palmyra flüchten und heute in der von Rebellen kontrollierten Stadt Al-Bab im Norden Syriens lebt. 3. So sollen vor allem die Kinder erinnert werden an die frühe Geschichte Syriens&comma; 4. So lebt etwa der Al-Bab&comma; das berühmteste Heiligtum Palmyras&comma; eines der bedeutendsten historischen Bauwerke der arabischen Welt&comma; in einer Halle in Al-Bab wieder auf. 5. baut...  auf Gips nach. 6. Der Ort war vor dem Beginn des Bürgerkrieges im März 2011 eine beliebte Zielgruppe für Archäologen und Touristen 7.  – nicht nur sie erlebten einen Schock. 8. vor ...  vor seine Flucht  ,,,,,106695,2,,,,,,70ca8a3fd170d1a5a1b0bf6f2771eee7,,0,47.664.578.914.642.300,25.224.218.130.111.600,50504,2022-10-09 14:23:51,58.57142857142857,Maskito v0.3.0b_HYBRID
102,,,70.0,100.0,75.0,5:22,1,,100.0,70.0,100.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,-1,-1,sprachlicher Fehler,Im Fußball-Zweitligisten 1. FC Heidenheim wurde erneut ein Spieler positiv auf Corona getestet,,,,,106781,3,,,,,,01d579ffb689b8669274bb0b63fe0a70,,0,28.655.494.451.522.800,2.050.773.000.717.160,70828,2022-10-09 16:25:25,92.6923076923077,Maskito v0.3.0_RAW
102,,,80.0,100.0,100.0,3:17,1,,100.0,80.0,100.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,keine inhaltlichen Fehler,-1,Satzzeichenfehler,&quot;Abstandsgebote am Set und die ständige Gefahr&comma; dass eine Covid-19-Infektion eines Crew-Mitglieds den Dreh unterbricht&comma; erschweren die Filmproduktion erheblich.&quot;&quot;,,,,,106649,1,,,,,,314a30cc33b83f8ea635bba32266ec36,,0,14.146.788.597.106.900,628.403.639.793.396,70828,2022-10-09 16:28:43,96.15384615384616,Maskito v0.3.0_HYBRID
102,,,70.0,100.0,75.0,18:58,1,,75.0,80.0,90.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,gute Umstellungen,-1,fehlerhafter Satz,Input: Beide Kreise sind auf den Sonnenaufgang zur Sommersonnwende ausgerichtet. Output: Beide Kreise liegen am Sonnenaufgang zur Kreise,,,,,106706,2,,,,,,a0befba0ad5758868faa2d9a7afa81ce,,0,5.421.176.218.986.510,29.109.903.812.408.400,70828,2022-10-09 16:47:45,90.76923076923077,Maskito v0.3.0b_HYBRID
102,,,70.0,100.0,100.0,26:23,1,,100.0,50.0,90.0,100.0,100.0,,,60.0,100,100.0,,100.0,100.0,,-1,-1,1. G&R Verb Konjugation2. G&R Zeichensetzung3. G&R Kasus4. G&R Zeichensetzung,1. Mit einer soliden ersten Abfahrt hat sich die deutschen Ski-Asse 2.  Dreßen. : &quot;Ich weiß 3. im Dolomiten 4. Garmisch&quot;&comma; ergänzte Dreßen: ,,,,,106690,2,,,,,,de22a3f77665f6be745596888dbcbaa3,,1,3.985.454.845.428.460,22.652.749.061.584.400,50504,2022-10-09 17:08:45,90.0,Maskito v0.3.0b_HYBRID
102,,,90.0,100.0,100.0,1:54,1,,100.0,40.0,100.0,100.0,100.0,,,100.0,100,100.0,,100.0,100.0,,-1,-1,-1,-1,,,,,106822,4,,,,,,0fc15ce6627e1ed2bbb82e27030feaa2,,0,17.157.025.575.637.800,1.146.965.503.692.620,50504,2022-10-09 17:10:43,94.61538461538461,Maskito v0.3.0b_RAW
102,,,70.0,100.0,50.0,2:31,1,,100.0,40.0,90.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,-1,-1,1. Ausdruck Satzstellung2. Ausdruck best. Artikel3. G&R,1. Grundsicherung müssten sie demnach im Alter beziehen. 2. Es brauche den Fonds für Härtefälle 3. wie es im Koalitionsvertrag vereinbart.  ,,,,,106767,3,,,,,,3f6b57b7df32e9dcd40c9bf952b249f3,,0,44.152.329.444.885.200,25.466.368.675.231.900,50504,2022-10-09 17:13:15,87.6923076923077,Maskito v0.3.0_RAW
102,,,80.0,100.0,100.0,1:10,1,,100.0,50.0,100.0,100.0,100.0,,,70.0,100,100.0,,100.0,,,-1,-1,1. G&R Großschreibung und Präp.2. G&R Modusfehler,1. drei Viertel der Deutschen sind laut repräsentativer Umfrage des Meinungsforschungsinstituts YouGov gegen eine bevorzugte Impfung mit Profifußballern.  2. lehnen es laut Umfrage 74 Prozent ab. ,,,,,106674,1,,,,,,b48645efa80718f62f4fc761d6457ad6,,0,1.790.607.500.076.290,9.882.837.533.950.800,50504,2022-10-09 17:14:26,91.66666666666667,Maskito v0.3.0_HYBRID
102,,,60.0,100.0,50.0,11:5,0,,100.0,50.0,90.0,100.0,100.0,,,70.0,100,100.0,,100.0,100.0,,-1,-1,1. Ausdruck Satzstellung2. G&R3. Ausdruck unbest. Art. und eventuell auch das Verb4. G&R Tempus&comma; wobei das fast eher Ausdruck ist5. Ausdruck,1. In Dänemark sitzen nach der Festnahme dreier Syrer in Deutschland sowie Dänemark wegen Terrorverdachts nun 13 Menschen in Untersuchungshaft 2.  sagte&comma; dass es der Verdacht bestehe 3. Man erwarte eine Vorbereitung eines Terrorangriffs mit einem &quot;militanten islamistischen Motiv&quot;&comma; hieß es vom PET.  4. Diese sieben sind beschuldigt worden&comma; 5. eng an den Körper halten,,,,,106769,3,,,,,,966ae692ed2f2ba0b9229e943dd12df8,,0,63.213.470.458.984.300,4.208.607.602.119.440,50504,2022-10-09 17:25:33,86.15384615384616,Maskito v0.3.0_RAW
102,,,90.0,100.0,100.0,6:48,0,,100.0,60.0,90.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,-1,-1,1. G&R,1. Wie die Deutschen Presse-Agentur aus Regierungskreisen erfuhr,,,,,106665,1,,,,,,f685eb5f09b37091ac6f7ce3de7958f0,,0,3.730.146.241.188.040,20.436.079.502.105.700,50504,2022-10-09 17:32:23,94.61538461538461,Maskito v0.3.0_HYBRID
102,,,90.0,100.0,100.0,32:28,0,,100.0,40.0,100.0,100.0,100.0,,,100.0,100,100.0,,100.0,100.0,,-1,-1,-1,-1,,,,,106685,2,,,,,,e08204eb70d5c56f36321c7da3ca569b,,1,2.209.902.548.789.970,12.667.647.361.755.300,50504,2022-10-09 18:04:53,94.61538461538461,Maskito v0.3.0b_HYBRID
102,,,70.0,100.0,75.0,2:11,0,,100.0,40.0,90.0,100.0,100.0,,,70.0,100,100.0,,100.0,100.0,,-1,-1,1. G&R2. G&R3. Ausdruck Präp,1. Deutsche Olympische&comma; Sportbund 2. . Die aktuelle Stimmungslage im Team Deutschland laute das Fazit: &quot;Besser vorsichtige Spiele als keine.&quot; 3.  in einer Mitteilung vom Freitag,,,,,106796,4,,,,,,0e1dd4ea0fb2ab72152c7cd4723330c1,,0,4.334.450.364.112.850,2.793.735.909.461.970,50504,2022-10-09 18:07:06,88.07692307692308,Maskito v0.3.0b_RAW
102,,,90.0,100.0,75.0,12:25,0,,100.0,40.0,100.0,100.0,100.0,,,100.0,100,100.0,,100.0,100.0,,-1,-1,1. Ausdruck,1. waren zum Schutz der Opfer weitestgehend unter Ausschluss der Öffentlichkeit,,,,,106718,2,,,,,,4d93edaf1241aa0010e0cb728555bfb4,,0,30.276.148.557.662.900,13.997.129.678.726.100,50504,2022-10-09 18:19:32,92.6923076923077,Maskito v0.3.0b_HYBRID
102,,,90.0,100.0,100.0,12:57,0,,100.0,40.0,100.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,-1,-1,1. G&R Präp,1.  lagen unter anderem im Münster&comma; Hannover und auf Sylt. ,,,,,106668,1,,,,,,5229d7b8ee9e431d8e1a3b3c9302f91e,,0,3.267.967.700.958.250,1.640.617.299.079.890,50504,2022-10-09 18:32:30,93.84615384615384,Maskito v0.3.0_HYBRID
102,,,80.0,100.0,50.0,3:26,0,,75.0,50.0,90.0,100.0,100.0,,,100.0,100,100.0,,100.0,100.0,,-1,-1,1. Ausdruck2. Ausdruck&comma; LKH,1. Dagegen habe auch nicht die Welt-Anti-Doping-Agentur Wada Einwände erhoben. 2. Bei der Rodel-WM in Schönau am Königssee wurde das nicht gestattet&comma; dort wurde das Cas-Urteil wie nun beim Biathlon umgesetzt ,,,,,106802,4,,,,,,d84a3b67c82ca4f4084aa239b8120cf9,,1,8.021.921.229.362.480,572.307.243.347.168,50504,2022-10-09 18:35:57,88.07692307692308,Maskito v0.3.0b_RAW
102,,,80.0,100.0,100.0,1:2,0,,100.0,50.0,90.0,100.0,100.0,,,80.0,100,100.0,,100.0,100.0,,-1,-1,1. G&R,1.  Sein erster Matchball verwandelte Thiem nach 3:21 Stunden. ,,,,,106742,3,,,,,,3c2526d4706c7d02b8b56651afab23c0,,0,22.668.915.510.177.600,1.698.255.228.996.270,50504,2022-10-09 18:37:02,92.3076923076923,Maskito v0.3.0_RAW
102,,,90.0,100.0,100.0,1:20,0,,100.0,60.0,100.0,100.0,100.0,,,90.0,100,100.0,,,100.0,,-1,-1,1. G&R Genus,1. des EMA,,,,,106647,1,,,,,,0bfdd12fd64878614c3406fe0aae373c,,0,4.250.502.038.002.010,25.738.601.207.733.100,50504,2022-10-09 18:38:30,95.0,Maskito v0.3.0_HYBRID
102,,,100.0,100.0,100.0,22:18,0,,100.0,40.0,100.0,100.0,100.0,,,100.0,100,100.0,,100.0,100.0,,-1,-1,-1,-1,,,,,106730,2,,,,,,96fed728c6addf3e24c7f00aa48b8a92,,0,31.401.383.638.381.900,1.929.274.845.123.290,50504,2022-10-09 19:00:50,95.38461538461539,Maskito v0.3.0b_HYBRID
102,,,70.0,100.0,75.0,1:37,0,,100.0,50.0,90.0,100.0,100.0,,,60.0,100,100.0,,100.0,100.0,,-1,-1,1. Ausdruck unbest. Artikel und G&R,1. Voss-Tecklenburg nominierte eine 20-jährige Angreiferin. Krumbiegels Club-Kollegin Maximiliane Rall mit nach. ,,,,,106785,4,,,,,,8492bd600292180f312369a93b8770b3,,0,341.657.977.104.187,26.706.287.622.451.700,50504,2022-10-09 19:02:28,88.07692307692308,Maskito v0.3.0b_RAW
102,,,90.0,100.0,100.0,0:50,0,,100.0,40.0,100.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,-1,-1,1. G&R Präp,1. Im Fußball-Zweitligisten 1. FC Heidenheim,,,,,106781,3,,,,,,01d579ffb689b8669274bb0b63fe0a70,,0,28.655.494.451.522.800,2.050.773.000.717.160,50504,2022-10-09 19:03:46,93.84615384615384,Maskito v0.3.0_RAW
102,,,60.0,100.0,75.0,2:15,0,,,50.0,90.0,100.0,100.0,,,60.0,100,80.0,,100.0,100.0,,-1,-1,1. Satzzeichen G&R und Ausdruck&comma; Zitation2. G&R Tempus3. Zitation,1. &quot;Es war ein Kampf für mich da runter. Aber ich muss sagen&comma; dass ich sehr zufrieden mit der Fahrt bin&quot; sagte Dreßen. (&quot;Ich weiß&comma; dass zeitenmäßig noch einiges drin ist. Das war sicher nicht das Ende der Fahnenstange.&quot;) 2. Nach dem zweiten Training in den Dolomiten am Samstag sei er fit gewesen 3.  Nun sei es ihm wichtig&comma; &quot;dass ich noch mal aktiver werde&comma; dass ich noch mehr probiere&comma; dass ich bestimme&comma; was da runter passiert und nicht der Berg. Ich glaube&comma; das ist mir ganz gut gelungen&quot;. ,,,,,106790,4,,,,,,c1394d2da7ccc7a0dbfc0a1c2236a5e5,,1,6.822.352.004.051.200,4.939.288.067.817.680,50504,2022-10-09 19:06:06,84.58333333333333,Maskito v0.3.0b_RAW
102,,,60.0,100.0,50.0,2:41,0,,100.0,50.0,80.0,100.0,75.0,,,80.0,75,100.0,,100.0,100.0,,-1,-1,1. Ausdruck&comma; IFC&comma; IA2. Ausdruck Präp.3. G&R&comma; Vollständigkeit,1. in denen sich die Darsteller wie in einem Foyer austauschen könnten. 2. moderiert tägliche Talkrunden vom Babylon-Kino in Berlin 3. 1956 in ,,,,,106691,2,,,,,,2d6896cb2ecde97896ab2d10e4f537d7,,0,4.471.188.020.706.170,2.757.133.960.723.870,50504,2022-10-09 19:08:48,82.3076923076923,Maskito v0.3.0b_HYBRID
102,,,20.0,100.0,75.0,15:5,1,,100.0,30.0,80.0,100.0,100.0,,,80.0,100,100.0,,100.0,100.0,,-1,-1,(1) Ausdruck(2) Lokale Kohärenz,(1) Im Gegenzug wurde bekannt&comma; dass China die Ausstrahlung des britischen Auslandssenders BBC World News auf dem Freitag einstellte. (2) &quot;Wenn ein Netzwerkbetreiber das Programm von CGTN weiter verbreiten möchte&comma; muss er eine gültige Lizenz nachweisen&comma; ansonsten entfällt die Grundlage für eine Kabelweiterverbreitung.&quot; Das heißt:,,,,,106683,2,,,,,,d684f43a5d0d888d7041a0e0ef8322ba,,0,3.727.819.633.483.880,21.808.444.023.132.300,79689,2022-10-09 19:31:44,83.46153846153847,Maskito v0.3.0b_HYBRID
102,,,50.0,100.0,75.0,7:39,1,,100.0,50.0,90.0,100.0,100.0,,,80.0,100,100.0,,100.0,100.0,,-1,-1,Lokale Kohärenz/Grammatik,g des Internationalen Sportgerichtshofe Cas bei der derzeit stattfindenden WM in Pokljuka und gehe sie über diese hinaus. ,,,,,106752,3,,,,,,e1b9ed112698b77fa3866f3610ef8209,,1,8.056.626.844.406.120,5.794.689.130.783.080,79689,2022-10-09 19:39:25,88.07692307692308,Maskito v0.3.0_RAW
102,,,70.0,100.0,100.0,29:44,1,,100.0,80.0,90.0,100.0,100.0,,,50.0,100,100.0,,100.0,100.0,,-1,-1,(1) Grammatik: Viele Satzzeichen-Fehler(2)Lokale Kohärenz,(1)  &quot;Ich habe zweimal die drittbeste Laufzeit erreicht&comma; das ist unglaublich&quot;&comma; sagt Neise: &quot; (2) Die Olympia-Zweite Lölling (RSG): Hochsauerland verpasste indes ihr zweites WM-Einzel-Gold nach 2017. ,,,,,106710,2,,,,,,d54cdbd9dc4ad13359f5a2c49685b146,,0,428.519.823.551.178,19.424.558.877.944.900,79689,2022-10-09 20:09:32,91.53846153846153,Maskito v0.3.0b_HYBRID
102,,,30.0,100.0,100.0,5:36,1,,75.0,50.0,50.0,100.0,100.0,,,70.0,75,100.0,,100.0,100.0,,-1,-1,Lokale Kohärenz/Impliziter Fact-Check,Pezzaiuoli&comma; der auch die U19 der Eintracht trainiert&comma; leistete sich Sportvorstand Fredi Bobic &quot;großes Engagement&quot; und einen Beitrag&comma; &quot;dass wir uns im Bereich des Nachwuchses deutlich weiterentwickelt und einen wichtigen Schritt gemacht haben&quot;,,,,,106654,1,,,,,,07d8004f0070c48df26a17381fce5394,,0,25.269.838.333.129.800,1.455.682.897.567.740,79689,2022-10-09 20:15:09,80.76923076923077,Maskito v0.3.0_HYBRID
102,,,70.0,100.0,50.0,8:38,0,,100.0,70.0,80.0,100.0,100.0,,,100.0,75,100.0,,100.0,100.0,,-1,-1,(1) Ausdruck(2) Impliziter Fact-Check, (1) Die Länderkammer machte eine rasche Lösung aufgrund des hohen Alters der Betroffenen erforderlich. (2) Damit würden jüdische Zuwanderer schlechter gestellt als Spätaussiedler.->  Juden würden damit als Spätaussiedler schlechter gestellt,,,,,106817,4,,,,,,38a86a8b4b9cce32b72117215f4dde69,,0,4.385.876.441.001.890,2.553.603.172.302.240,79689,2022-10-09 20:23:48,88.07692307692308,Maskito v0.3.0b_RAW
102,,,70.0,100.0,100.0,2:28,0,,100.0,60.0,90.0,100.0,100.0,,,90.0,100,100.0,,100.0,100.0,,-1,-1,-1,-1,,,,,106655,1,,,,,,c6ea3cfaf0ab2db7b34e7c173244d72c,,0,14.665.361.404.418.900,54.327.003.955.841.000,79689,2022-10-09 20:26:32,93.07692307692308,Maskito v0.3.0_HYBRID
102,,,90.0,100.0,100.0,8:47,0,,100.0,80.0,100.0,100.0,100.0,,,100.0,100,100.0,,100.0,100.0,,-1,-1,-1,-1,,,,,106724,2,,,,,,4a07f2d684edc7d19fa8ad6b42325378,,0,16.108.463.525.772.000,825.546.932.220.459,79689,2022-10-09 20:35:41,97.6923076923077,Maskito v0.3.0b_HYBRID
